
#          title damage energy traversable is_fall
Interface: plain      0      0           1       0
Interface: rocks      1      0           1       0
Interface: mud        0      1           1       0
Interface: wall      10      1           0       0
Interface: cliff      0      0           1       1
Cell:   75      0.00   2000.00   -884.99   80   70   76    0  wall wall wall   wall
Object:   OBJ00350     75      VBm   -50.00      flora     5.00    10.00            olivedrab       bush     medium             
Object:   OBJ00351     75      d3s    50.00      fauna     1.00     1.00        dayglo-orange     triped      small             
Object:   OBJ00352     75      V3s    50.00      fauna     1.00     1.00            olivedrab     triped      small             
Object:   OBJ00353     75      d3s    50.00      fauna     1.00     1.00        dayglo-orange     triped      small             
Object:   OBJ00354     75      V3s    50.00      fauna     1.00     1.00            olivedrab     triped      small             
Object:   OBJ00355     75      d3s    50.00      fauna     1.00     1.00        dayglo-orange     triped      small             
Object:   OBJ00356     75      d3s    50.00      fauna     1.00     1.00        dayglo-orange     triped      small             
Object:   OBJ00357     75      c3m   -50.00      fauna     5.00    10.00                 cyan     triped     medium             
Object:   OBJ00358     75      d3s    50.00      fauna     1.00     1.00        dayglo-orange     triped      small             
Object:   OBJ00359     75      V3s    50.00      fauna     1.00     1.00            olivedrab     triped      small             
Object:   OBJ00360     75      V3s    50.00      fauna     1.00     1.00            olivedrab     triped      small             
Object:   OBJ00361     75      c3s    50.00      fauna     1.00     1.00                 cyan     triped      small             
Object:   OBJ00362     75      d3s    50.00      fauna     1.00     1.00        dayglo-orange     triped      small             
Object:   OBJ00363     75      V3s    50.00      fauna     1.00     1.00            olivedrab     triped      small             
Object:   OBJ00364     75      V3s    50.00      fauna     1.00     1.00            olivedrab     triped      small             
Object:   OBJ00365     75      V3m    50.00      fauna     5.00    10.00            olivedrab     triped     medium             
Object:   OBJ00366     75      c3s    50.00      fauna     1.00     1.00                 cyan     triped      small             
Object:   OBJ00367     75      V3s   -50.00      fauna     1.00     1.00            olivedrab     triped      small             
Object:   OBJ00368     75      d3s    50.00      fauna     1.00     1.00        dayglo-orange     triped      small             
Object:   OBJ00369     75      c3s    50.00      fauna     1.00     1.00                 cyan     triped      small             
Object:   OBJ00370     75      V3m    10.00      fauna     5.00    10.00            olivedrab     triped     medium             
Object:   OBJ00371     75      V3s    50.00      fauna     1.00     1.00            olivedrab     triped      small             
Object:   OBJ00372     75      d3s    50.00      fauna     1.00     1.00        dayglo-orange     triped      small             
Object:   OBJ00373     75      d3s    50.00      fauna     1.00     1.00        dayglo-orange     triped      small             
Object:   OBJ00374     75      V3s    50.00      fauna     1.00     1.00            olivedrab     triped      small             
Object:   OBJ00375     75      V3s    50.00      fauna     1.00     1.00            olivedrab     triped      small             
Object:   OBJ00376     75      V3s    50.00      fauna     1.00     1.00            olivedrab     triped      small             
Object:   OBJ00377     75      d3t    50.00      fauna     0.10     0.10        dayglo-orange     triped       tiny             
Object:   OBJ00378     75      d3s    50.00      fauna     1.00     1.00        dayglo-orange     triped      small             
Object:   OBJ00379     75      Vrt    10.00    mineral     0.10     0.10            olivedrab       rock       tiny             
Object:   OBJ00380     75      V3s    50.00      fauna     1.00     1.00            olivedrab     triped      small             
Object:   OBJ00381     75      d3m    50.00      fauna     5.00    10.00        dayglo-orange     triped     medium             
Object:   OBJ00382     75      c3s    50.00      fauna     1.00     1.00                 cyan     triped      small             
Object:   OBJ00383     75      V3s    50.00      fauna     1.00     1.00            olivedrab     triped      small             
Object:   OBJ00384     75      d3s    50.00      fauna     1.00     1.00        dayglo-orange     triped      small             
Object:   OBJ00385     75      V3t    50.00      fauna     0.10     0.10            olivedrab     triped       tiny             
Object:   OBJ00386     75      V3s    50.00      fauna     1.00     1.00            olivedrab     triped      small             
Object:   OBJ00387     75      dBt    10.00      flora     0.10     0.10        dayglo-orange       bush       tiny             
Object:   OBJ00388     75      V3t    50.00      fauna     0.10     0.10            olivedrab     triped       tiny             
Object:   OBJ00389     75      d3s    50.00      fauna     1.00     1.00        dayglo-orange     triped      small             
Object:   OBJ00390     75      d3s    50.00      fauna     1.00     1.00        dayglo-orange     triped      small             
Object:   OBJ00391     75      V3s    50.00      fauna     1.00     1.00            olivedrab     triped      small             
Object:   OBJ00392     75      d3m    50.00      fauna     5.00    10.00        dayglo-orange     triped     medium             
Object:   OBJ00393     75      V3m   -50.00      fauna     5.00    10.00            olivedrab     triped     medium             
Object:   OBJ00394     75      d3m    10.00      fauna     5.00    10.00        dayglo-orange     triped     medium             
Object:   OBJ00395     75      V3s    50.00      fauna     1.00     1.00            olivedrab     triped      small             
Object:   OBJ00396     75      d3s    50.00      fauna     1.00     1.00        dayglo-orange     triped      small             
Object:   OBJ00397     75      c3t    10.00      fauna     0.10     0.10                 cyan     triped       tiny             
Object:   OBJ00398     75      d3s    50.00      fauna     1.00     1.00        dayglo-orange     triped      small             
Object:   OBJ00399     75      d3s    50.00      fauna     1.00     1.00        dayglo-orange     triped      small             
Object:   OBJ00400     75      VBt    10.00      flora     0.10     0.10            olivedrab       bush       tiny             
Object:   OBJ00401     75      d3s    50.00      fauna     1.00     1.00        dayglo-orange     triped      small             
Object:   OBJ00402     75      V3m    50.00      fauna     5.00    10.00            olivedrab     triped     medium             
Object:   OBJ00403     75      d3s    50.00      fauna     1.00     1.00        dayglo-orange     triped      small             
Object:   OBJ00404     75      V3s    50.00      fauna     1.00     1.00            olivedrab     triped      small             
Object:   OBJ00405     75      cBm    50.00      flora     5.00    10.00                 cyan       bush     medium             
Object:   OBJ00406     75      c3t    50.00      fauna     0.10     0.10                 cyan     triped       tiny             
Object:   OBJ00407     75      d3s    50.00      fauna     1.00     1.00        dayglo-orange     triped      small             
Object:   OBJ00408     75      V3m    50.00      fauna     5.00    10.00            olivedrab     triped     medium             
Object:   OBJ00409     75      c3s    50.00      fauna     1.00     1.00                 cyan     triped      small             
Object:   OBJ00410     75      c3s    50.00      fauna     1.00     1.00                 cyan     triped      small             
Object:   OBJ00411     75      dBt    10.00      flora     0.10     0.10        dayglo-orange       bush       tiny             
Object:   OBJ00412     75      V3s    50.00      fauna     1.00     1.00            olivedrab     triped      small             
Object:   OBJ00413     75      c3s    50.00      fauna     1.00     1.00                 cyan     triped      small             
Object:   OBJ00414     75      dBt    10.00      flora     0.10     0.10        dayglo-orange       bush       tiny             
Object:   OBJ00415     75      c3s    50.00      fauna     1.00     1.00                 cyan     triped      small             
Object:   OBJ00416     75      V3s    50.00      fauna     1.00     1.00            olivedrab     triped      small             
Object:   OBJ00417     75      V3s    50.00      fauna     1.00     1.00            olivedrab     triped      small             
Object:   OBJ00418     75      cBt    10.00      flora     0.10     0.10                 cyan       bush       tiny             
Object:   OBJ00419     75      c3s    50.00      fauna     1.00     1.00                 cyan     triped      small             
Object:   OBJ00420     75      c3t    10.00      fauna     0.10     0.10                 cyan     triped       tiny             
Object:   OBJ00421     75      d3s    50.00      fauna     1.00     1.00        dayglo-orange     triped      small             
Object:   OBJ00422     75      V3s    50.00      fauna     1.00     1.00            olivedrab     triped      small             
Object:   OBJ00423     75      d3s    50.00      fauna     1.00     1.00        dayglo-orange     triped      small             
Object:   OBJ00424     75      V3s    50.00      fauna     1.00     1.00            olivedrab     triped      small             
Object:   OBJ00425     75      d3m    50.00      fauna     5.00    10.00        dayglo-orange     triped     medium             
Object:   OBJ00426     75      d3s    50.00      fauna     1.00     1.00        dayglo-orange     triped      small             
Object:   OBJ00427     75      VBs    50.00      flora     1.00     1.00            olivedrab       bush      small             
Object:   OBJ00428     75      d3s    50.00      fauna     1.00     1.00        dayglo-orange     triped      small             
Object:   OBJ00429     75      cBs    50.00      flora     1.00     1.00                 cyan       bush      small             
Object:   OBJ00430     75      V3s    50.00      fauna     1.00     1.00            olivedrab     triped      small             
Object:   OBJ00431     75      c3s    50.00      fauna     1.00     1.00                 cyan     triped      small             
Object:   OBJ00432     75      d3s    50.00      fauna     1.00     1.00        dayglo-orange     triped      small             
Object:   OBJ00433     75      V3s    50.00      fauna     1.00     1.00            olivedrab     triped      small             
Object:   OBJ00434     75      dBm    10.00      flora     5.00    10.00        dayglo-orange       bush     medium             
Object:   OBJ00435     75      V3s    50.00      fauna     1.00     1.00            olivedrab     triped      small             
Object:   OBJ00436     75      V3s    50.00      fauna     1.00     1.00            olivedrab     triped      small             
Object:   OBJ00437     75      d3m    10.00      fauna     5.00    10.00        dayglo-orange     triped     medium             
Object:   OBJ00438     75      V3s    50.00      fauna     1.00     1.00            olivedrab     triped      small             
Object:   OBJ00439     75      V3s    50.00      fauna     1.00     1.00            olivedrab     triped      small             
Object:   OBJ00440     75      d3s    50.00      fauna     1.00     1.00        dayglo-orange     triped      small             
Object:   OBJ00441     75      d3s    50.00      fauna     1.00     1.00        dayglo-orange     triped      small             
Object:   OBJ00442     75      c3s    50.00      fauna     1.00     1.00                 cyan     triped      small             
Object:   OBJ00443     75      dBm    10.00      flora     5.00    10.00        dayglo-orange       bush     medium             
Object:   OBJ00444     75      V3s    50.00      fauna     1.00     1.00            olivedrab     triped      small             
Object:   OBJ00445     75      V3s    50.00      fauna     1.00     1.00            olivedrab     triped      small             
Object:   OBJ00446     75      dBs    50.00      flora     1.00     1.00        dayglo-orange       bush      small             
Object:   OBJ00447     75      d3s    50.00      fauna     1.00     1.00        dayglo-orange     triped      small             
Object:   OBJ00448     75      d3s    50.00      fauna     1.00     1.00        dayglo-orange     triped      small             
Object:   OBJ00449     75      cBs   -50.00      flora     1.00     1.00                 cyan       bush      small             
Object:   OBJ00450     75      d3s    50.00      fauna     1.00     1.00        dayglo-orange     triped      small             
Object:   OBJ00451     75      V3t    50.00      fauna     0.10     0.10            olivedrab     triped       tiny             
Object:   OBJ00452     75      d3s    50.00      fauna     1.00     1.00        dayglo-orange     triped      small             
Object:   OBJ00453     75      V3s    50.00      fauna     1.00     1.00            olivedrab     triped      small             
Object:   OBJ00454     75      c3s    50.00      fauna     1.00     1.00                 cyan     triped      small             
Object:   OBJ00455     75      d3s    50.00      fauna     1.00     1.00        dayglo-orange     triped      small             
Object:   OBJ00456     75      V3s    50.00      fauna     1.00     1.00            olivedrab     triped      small             
Object:   OBJ00457     75      d3s    50.00      fauna     1.00     1.00        dayglo-orange     triped      small             
Object:   OBJ00458     75      d3s    50.00      fauna     1.00     1.00        dayglo-orange     triped      small             
Object:   OBJ00459     75      d3s    50.00      fauna     1.00     1.00        dayglo-orange     triped      small             
Object:   OBJ00460     75      V3m    50.00      fauna     5.00    10.00            olivedrab     triped     medium             
Object:   OBJ00461     75      V3s    50.00      fauna     1.00     1.00            olivedrab     triped      small             
Object:   OBJ00462     75      V3s    50.00      fauna     1.00     1.00            olivedrab     triped      small             
Object:   OBJ00463     75      V3s    50.00      fauna     1.00     1.00            olivedrab     triped      small             
Object:   OBJ00464     75      V3s    50.00      fauna     1.00     1.00            olivedrab     triped      small             
Object:   OBJ00465     75      V3s    50.00      fauna     1.00     1.00            olivedrab     triped      small             
Object:   OBJ00466     75      V3s    50.00      fauna     1.00     1.00            olivedrab     triped      small             
Object:   OBJ00467     75      V3s    50.00      fauna     1.00     1.00            olivedrab     triped      small             
Object:   OBJ00468     75      V3t    50.00      fauna     0.10     0.10            olivedrab     triped       tiny             
Object:   OBJ00469     75      d3t    50.00      fauna     0.10     0.10        dayglo-orange     triped       tiny             
Object:   OBJ00470     75      VBt    10.00      flora     0.10     0.10            olivedrab       bush       tiny             
Object:   OBJ00471     75      d3s    50.00      fauna     1.00     1.00        dayglo-orange     triped      small             
Object:   OBJ00472     75      V3s    50.00      fauna     1.00     1.00            olivedrab     triped      small             
Object:   OBJ00473     75      V3s    50.00      fauna     1.00     1.00            olivedrab     triped      small             
Object:   OBJ00474     75      d3s    50.00      fauna     1.00     1.00        dayglo-orange     triped      small             
Object:   OBJ00475     75      V3s    50.00      fauna     1.00     1.00            olivedrab     triped      small             
Object:   OBJ00476     75      d3s    50.00      fauna     1.00     1.00        dayglo-orange     triped      small             
Object:   OBJ00477     75      d3s    50.00      fauna     1.00     1.00        dayglo-orange     triped      small             
Object:   OBJ00478     75      dBs    50.00      flora     1.00     1.00        dayglo-orange       bush      small             
Object:   OBJ00479     75      V3t    50.00      fauna     0.10     0.10            olivedrab     triped       tiny             
Object:   OBJ00480     75      V3s    50.00      fauna     1.00     1.00            olivedrab     triped      small             
Object:   OBJ00481     75      d3s    50.00      fauna     1.00     1.00        dayglo-orange     triped      small             
Object:   OBJ00482     75      V3s    10.00      fauna     1.00     1.00            olivedrab     triped      small             
Object:   OBJ00483     75      V3s    50.00      fauna     1.00     1.00            olivedrab     triped      small             
Object:   OBJ00484     75      V3s    50.00      fauna     1.00     1.00            olivedrab     triped      small             
Object:   OBJ00485     75      drm    10.00    mineral     5.00    10.00        dayglo-orange       rock     medium             
Object:   OBJ00486     75      V3t    50.00      fauna     0.10     0.10            olivedrab     triped       tiny             
Object:   OBJ00487     75      c3s    50.00      fauna     1.00     1.00                 cyan     triped      small             
Object:   OBJ00488     75      VBs    50.00      flora     1.00     1.00            olivedrab       bush      small             
Object:   OBJ00489     75      V3s    50.00      fauna     1.00     1.00            olivedrab     triped      small             
Object:   OBJ00490     75      V3s    50.00      fauna     1.00     1.00            olivedrab     triped      small             
Object:   OBJ00491     75      c3s    50.00      fauna     1.00     1.00                 cyan     triped      small             
Object:   OBJ00492     75      V3s    50.00      fauna     1.00     1.00            olivedrab     triped      small             
Object:   OBJ00493     75      V3s    50.00      fauna     1.00     1.00            olivedrab     triped      small             
Object:   OBJ00494     75      cBm    50.00      flora     5.00    10.00                 cyan       bush     medium             
Object:   OBJ00495     75      d3s    50.00      fauna     1.00     1.00        dayglo-orange     triped      small             
Object:   OBJ00496     75      V3t    50.00      fauna     0.10     0.10            olivedrab     triped       tiny             
Object:   OBJ00497     75      d3s    50.00      fauna     1.00     1.00        dayglo-orange     triped      small             
Object:   OBJ00498     75      d3s    50.00      fauna     1.00     1.00        dayglo-orange     triped      small             
Object:   OBJ00499     75      V3s    50.00      fauna     1.00     1.00            olivedrab     triped      small             
Object:   OBJ00500     75      c3t    10.00      fauna     0.10     0.10                 cyan     triped       tiny             
Object:   OBJ00501     75      d3s    50.00      fauna     1.00     1.00        dayglo-orange     triped      small             
Object:   OBJ00502     75      V3s    50.00      fauna     1.00     1.00            olivedrab     triped      small             
Object:   OBJ00503     75      V3s    50.00      fauna     1.00     1.00            olivedrab     triped      small             
Object:   OBJ00504     75      V3m   -50.00      fauna     5.00    10.00            olivedrab     triped     medium             
Object:   OBJ00505     75      d3s    50.00      fauna     1.00     1.00        dayglo-orange     triped      small             
Object:   OBJ00506     75      c3s    50.00      fauna     1.00     1.00                 cyan     triped      small             
Object:   OBJ00507     75      V3s    50.00      fauna     1.00     1.00            olivedrab     triped      small             
Object:   OBJ00508     75      VBs    50.00      flora     1.00     1.00            olivedrab       bush      small             
Object:   OBJ00509     75      d3s    50.00      fauna     1.00     1.00        dayglo-orange     triped      small             
Object:   OBJ00510     75      c3s    50.00      fauna     1.00     1.00                 cyan     triped      small             
Object:   OBJ00511     75      cBt    10.00      flora     0.10     0.10                 cyan       bush       tiny             
Object:   OBJ00512     75      d3t    10.00      fauna     0.10     0.10        dayglo-orange     triped       tiny             
Object:   OBJ00513     75      d3m    50.00      fauna     5.00    10.00        dayglo-orange     triped     medium             
Object:   OBJ00514     75      VBt    10.00      flora     0.10     0.10            olivedrab       bush       tiny             
Object:   OBJ00515     75      V3s    10.00      fauna     1.00     1.00            olivedrab     triped      small             
Object:   OBJ00516     75      crm   -50.00    mineral     5.00    10.00                 cyan       rock     medium             
Object:   OBJ00517     75      drm    10.00    mineral     5.00    10.00        dayglo-orange       rock     medium             
Object:   OBJ00518     75      V3s    50.00      fauna     1.00     1.00            olivedrab     triped      small             
Object:   OBJ00519     75      V3s    50.00      fauna     1.00     1.00            olivedrab     triped      small             
Object:   OBJ00520     75      d3s    50.00      fauna     1.00     1.00        dayglo-orange     triped      small             
Object:   OBJ00521     75      V3s   -50.00      fauna     1.00     1.00            olivedrab     triped      small             
Object:   OBJ00522     75      V3s    50.00      fauna     1.00     1.00            olivedrab     triped      small             
Object:   OBJ00523     75      d3s    50.00      fauna     1.00     1.00        dayglo-orange     triped      small             
Object:   OBJ00524     75      d3m    10.00      fauna     5.00    10.00        dayglo-orange     triped     medium             
Object:   OBJ00525     75      VBm    10.00      flora     5.00    10.00            olivedrab       bush     medium             
Object:   OBJ00526     75      V3s    50.00      fauna     1.00     1.00            olivedrab     triped      small             
Object:   OBJ00527     75      cBs    50.00      flora     1.00     1.00                 cyan       bush      small             
Object:   OBJ00528     75      V3t    10.00      fauna     0.10     0.10            olivedrab     triped       tiny             
Object:   OBJ00529     75      V3s    50.00      fauna     1.00     1.00            olivedrab     triped      small             
Object:   OBJ00530     75      V3s   -50.00      fauna     1.00     1.00            olivedrab     triped      small             
Object:   OBJ00531     75      d3s    50.00      fauna     1.00     1.00        dayglo-orange     triped      small             
Object:   OBJ00532     75      V3s    50.00      fauna     1.00     1.00            olivedrab     triped      small             
Object:   OBJ00533     75      c3m    50.00      fauna     5.00    10.00                 cyan     triped     medium             
Object:   OBJ00534     75      d3t    10.00      fauna     0.10     0.10        dayglo-orange     triped       tiny             
Object:   OBJ00535     75      d3s    50.00      fauna     1.00     1.00        dayglo-orange     triped      small             
Object:   OBJ00536     75      V3s    50.00      fauna     1.00     1.00            olivedrab     triped      small             
Object:   OBJ00537     75      V3t    10.00      fauna     0.10     0.10            olivedrab     triped       tiny             
Object:   OBJ00538     75      V3s    50.00      fauna     1.00     1.00            olivedrab     triped      small             
Object:   OBJ00539     75      d3s    50.00      fauna     1.00     1.00        dayglo-orange     triped      small             
Object:   OBJ00540     75      V3t    50.00      fauna     0.10     0.10            olivedrab     triped       tiny             
Object:   OBJ00541     75      c3s    50.00      fauna     1.00     1.00                 cyan     triped      small             
Object:   OBJ00542     75      drm    10.00    mineral     5.00    10.00        dayglo-orange       rock     medium             
Object:   OBJ00543     75      dBs    10.00      flora     1.00     1.00        dayglo-orange       bush      small             
Object:   OBJ00544     75      V3s    50.00      fauna     1.00     1.00            olivedrab     triped      small             
Object:   OBJ00545     75      d3t    10.00      fauna     0.10     0.10        dayglo-orange     triped       tiny             
Object:   OBJ00546     75      V3m    50.00      fauna     5.00    10.00            olivedrab     triped     medium             
Object:   OBJ00547     75      V3s    50.00      fauna     1.00     1.00            olivedrab     triped      small             
Object:   OBJ00548     75      d3s    10.00      fauna     1.00     1.00        dayglo-orange     triped      small             
Object:   OBJ00549     75      c3s    50.00      fauna     1.00     1.00                 cyan     triped      small             
Object:   OBJ00550     75      V3s    50.00      fauna     1.00     1.00            olivedrab     triped      small             
Base: 75
Goal: 75

